Type,Year,Make,Model,Price,Milleage,Average Review,Transmission,Color,Interior Color,Features,Availability,Description,Car Image
Crossover,2019,Lexus,NX 300h ,"$38,998",14K mi,5                ,Automatic                    ,Black                    , Red                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2019 Lexus NX 300h  for sale - $38,998, 13,717 miles with 4WD/AWD, Leatherette Seats, Rear View Camera, Front Seat Heaters, A/C Seat(s), Sunroof(s)",https://media-service.carmax.com/img/vehicles/20543006/1_cleaned.jpg?width=800
Crossover,2018,Toyota,RAV4 LE,"$30,998",17K mi,4.818181818181818                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Toyota RAV4 LE for sale - $30,998, 16,680 miles with 4WD/AWD, Satellite Radio Ready, Rear View Camera, Sunroof(s), Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21048752/1_cleaned.jpg?width=800
Crossover,2015,Toyota,Highlander XLE,"$31,998",51K mi,4.909090909090909                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2015 Toyota Highlander XLE for sale - $31,998, 50,292 miles with 4WD/AWD, Leather Seats, Satellite Radio Ready, Rear View Camera, Fold-Away Third Row, Sunroof(s)",https://media-service.carmax.com/img/vehicles/21748522/1_cleaned.jpg?width=800
Crossover,2015,GMC,Acadia SLE,"$24,998",73K mi,4.043478260869565                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2015 GMC Acadia SLE for sale - $24,998, 72,929 miles with 4WD/AWD, Satellite Radio Ready, Parking Sensors, Rear View Camera, Fold-Away Third Row, Quad Seats",https://media-service.carmax.com/img/vehicles/21516944/1_cleaned.jpg?width=800
Crossover,2019,Toyota,Highlander Limited Platinum,"$48,998",19K mi,4.923076923076923                ,Automatic                    ,Brown                    , Tan                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2019 Toyota Highlander Limited Platinum for sale - $48,998, 18,890 miles with 4WD/AWD, Leather Seats, JBL Sound System, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21517636/1_cleaned.jpg?width=800
Crossover,2018,Toyota,RAV4 LE,"$26,998",42K mi,4.818181818181818                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Toyota RAV4 LE for sale - $26,998, 41,440 miles with 4WD/AWD, Rear View Camera, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",https://media-service.carmax.com/img/vehicles/21517758/1_cleaned.jpg?width=800
Crossover,2017,Honda,Pilot EX-L,"$32,998",57K mi,4.714285714285714                ,Automatic                    ,Gray                    , Gray                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2017 Honda Pilot EX-L for sale - $32,998, 56,926 miles with 4WD/AWD, Leather Seats, Satellite Radio Ready, Rear View Camera, Fold-Away Third Row, Sunroof(s)",https://media-service.carmax.com/img/vehicles/21517762/1_cleaned.jpg?width=800
Crossover,2018,GMC,Terrain SLT,"$29,998",47K mi,4.875                ,Automatic                    ,Red                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 GMC Terrain SLT for sale - $29,998, 46,734 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21518015/1_cleaned.jpg?width=800
Crossover,2019,Toyota,RAV4 Limited,"$41,998",11K mi,4.846153846153846                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2019 Toyota RAV4 Limited for sale - $41,998, 10,910 miles with Technology Package, Cold Weather Package, 4WD/AWD, Leatherette Seats, JBL Sound System, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21575587/1_cleaned.jpg?width=800
Crossover,2018,Volkswagen,Atlas SE,"$33,998",47K mi,4.375                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Volkswagen Atlas SE for sale - $33,998, 46,328 miles with 4WD/AWD, Leatherette Seats, Satellite Radio Ready, Rear View Camera, Fold-Away Third Row, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21517899/1_cleaned.jpg?width=800
Crossover,2018,Lexus,RX 350 L,"$50,998",12K mi,4.333333333333333                ,Automatic                    ,Silver                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Lexus RX 350 L for sale - $50,998, 11,303 miles with Premium Package, 4WD/AWD, Leatherette Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21518053/1_cleaned.jpg?width=800
Crossover,2018,Audi,Q5 Premium Plus,"$38,998",45K mi,4.818181818181818                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Audi Q5 Premium Plus for sale - $38,998, 44,221 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Satellite Radio Ready, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21518030/1_cleaned.jpg?width=800
Crossover,2019,Toyota,RAV4 XLE,"$37,998",23K mi,4.846153846153846                ,Automatic                    ,Blue                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2019 Toyota RAV4 XLE for sale - $37,998, 22,604 miles with 4WD/AWD, Satellite Radio Ready, Parking Sensors, Rear View Camera, Sunroof(s), Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21517550/1_cleaned.jpg?width=800
Crossover,2017,Nissan,Rogue Sport SV,"$21,998",58K mi,4.516129032258065                ,Automatic                    ,Silver                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2017 Nissan Rogue Sport SV for sale - $21,998, 57,677 miles with 4WD/AWD, Satellite Radio Ready, Rear View Camera, Auxiliary Audio Input, Cruise Control, Alloy Wheels",https://media-service.carmax.com/img/vehicles/20937205/1_cleaned.jpg?width=800
Crossover,2016,Honda,CR-V SE,"$24,998",51K mi,4.136363636363637                ,Automatic                    ,Red                    , Gray                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2016 Honda CR-V SE for sale - $24,998, 50,160 miles with 4WD/AWD, Rear View Camera, Auxiliary Audio Input, Cruise Control, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/20893230/1_cleaned.jpg?width=800
Crossover,2018,Toyota,C-HR XLE,"$23,998",38K mi,4.4                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2018 Toyota C-HR XLE for sale - $23,998, 37,004 miles with Rear View Camera, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control, Side Airbags",https://media-service.carmax.com/img/vehicles/21517294/1_cleaned.jpg?width=800
Crossover,2015,GMC,Terrain SLE,"$19,998",91K mi,3.9545454545454546                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2015 GMC Terrain SLE for sale - $19,998, 90,406 miles with 4WD/AWD, Pioneer Sound System, Satellite Radio Ready, Parking Sensors, Rear View Camera, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21749188/1_cleaned.jpg?width=800
Crossover,2015,Infiniti,QX70 ,"$23,998",99K mi,4.666666666666667                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Auxiliary Audio Input, Cruise Control, Overhead Airbags, Traction Control, Side Airbags","Available at your store CarMax Norwood, MA"," Used 2015 Infiniti QX70  for sale - $23,998, 98,430 miles with Premium Package, 4WD/AWD, Leather Seats, BOSE Sound System, Satellite Radio Ready, Parking Sensors",https://media-service.carmax.com/img/vehicles/21748958/1_cleaned.jpg?width=800
Sedan,2021,Tesla,Model S Long Range Plus,"$96,998",9K mi,0                ,Automatic                    ,Red                    , Tan                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2021 Tesla Model S Long Range Plus for sale - $96,998, 8,281 miles with 4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21748918/1_cleaned.jpg?width=800
Sedan,2018,Tesla,Model 3 Long Range,"$46,998",24K mi,0                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2018 Tesla Model 3 Long Range for sale - $46,998, 23,283 miles with Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Cruise Control, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21748925/1_cleaned.jpg?width=800
Sedan,2012,Mazda,Mazda3 I Grand Touring,"$15,998",65K mi,4.5                ,Automatic                    ,Silver                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2012 Mazda Mazda3 I Grand Touring for sale - $15,998, 64,155 miles with Leather Seats, Sunroof(s), BOSE Sound System, Front Seat Heaters, Cruise Control, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21517709/1_cleaned.jpg?width=800
Sedan,2015,Toyota,Corolla S Plus,"$17,998",92K mi,4.741935483870968                ,Automatic                    ,Silver                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2015 Toyota Corolla S Plus for sale - $17,998, 91,906 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21575018/1_cleaned.jpg?width=800
Sedan,2012,Honda,Accord LX-P,"$18,998",48K mi,4.552380952380952                ,Automatic                    ,Gray                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2012 Honda Accord LX-P for sale - $18,998, 47,286 miles with Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control, Side Airbags",https://media-service.carmax.com/img/vehicles/21748783/1_cleaned.jpg?width=800
Sedan,2020,Volvo,S60 T6 Momentum,"$36,998",22K mi,4.5                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2020 Volvo S60 T6 Momentum for sale - $36,998, 21,867 miles with 4WD/AWD, Leather Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/20677122/1_cleaned.jpg?width=800
Sedan,2021,Toyota,Camry XSE,"$40,998",6K mi,0                ,Automatic                    ,White                    , Red                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2021 Toyota Camry XSE for sale - $40,998, 5,004 miles with 4WD/AWD, Leather Seats, Panoramic Sunroof, Rear View Camera, Front Seat Heaters, Auxiliary Audio Input",https://media-service.carmax.com/img/vehicles/21575276/1_cleaned.jpg?width=800
Sedan,2016,Honda,Accord LX,"$22,998",25K mi,4.7                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 Honda Accord LX for sale - $22,998, 24,070 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",https://media-service.carmax.com/img/vehicles/21517690/1_cleaned.jpg?width=800
Sedan,2020,Toyota,Corolla L,"$22,998",13K mi,4.8                ,Automatic                    ,Gray                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2020 Toyota Corolla L for sale - $22,998, 12,926 miles with Rear View Camera, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",https://media-service.carmax.com/img/vehicles/21574789/1_cleaned.jpg?width=800
Sedan,2020,Toyota,Corolla LE,"$21,998",32K mi,4.8                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2020 Toyota Corolla LE for sale - $21,998, 31,848 miles with Rear View Camera, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",https://media-service.carmax.com/img/vehicles/21575486/1_cleaned.jpg?width=800
Sedan,2017,Mercedes-Benz,E300 ,"$35,998",57K mi,4.5                ,Automatic                    ,Blue                    , Brown                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2017 Mercedes-Benz E300  for sale - $35,998, 56,026 miles with Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21574802/1_cleaned.jpg?width=800
Sedan,2013,Lincoln,MKS ,"$26,998",17K mi,4.333333333333333                ,Automatic                    ,White                    , Tan                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2013 Lincoln MKS  for sale - $26,998, 16,260 miles with 4WD/AWD, Leather Seats, Panoramic Sunroof, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21518096/1_cleaned.jpg?width=800
Sedan,2018,Honda,Accord Touring,"$30,998",21K mi,4.344827586206897                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2018 Honda Accord Touring for sale - $30,998, 20,553 miles with Head Up Display, Turbo Charged Engine, Leather Seats, Sunroof(s), Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21749029/1_cleaned.jpg?width=800
Sedan,2016,Toyota,Corolla S Plus,"$20,998",31K mi,4.625                ,Automatic                    ,White                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 Toyota Corolla S Plus for sale - $20,998, 30,786 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Rear Spoiler, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21575683/1_cleaned.jpg?width=800
Sedan,2016,Honda,Civic LX,"$20,998",48K mi,4.3076923076923075                ,Automatic                    ,White                    , Tan                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 Honda Civic LX for sale - $20,998, 47,253 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags",https://media-service.carmax.com/img/vehicles/21298470/1_cleaned.jpg?width=800
Sedan,2019,Hyundai,Sonata SEL,"$22,998",28K mi,4.625                ,Automatic                    ,Silver                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2019 Hyundai Sonata SEL for sale - $22,998, 27,875 miles with Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21518070/1_cleaned.jpg?width=800
Sedan,2018,Kia,Forte LX,"$19,998",13K mi,4                ,Automatic                    ,Silver                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2018 Kia Forte LX for sale - $19,998, 12,180 miles with Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control, Side Airbags",https://media-service.carmax.com/img/vehicles/21748812/1_cleaned.jpg?width=800
Sedan,2020,Dodge,Charger Scat Pack,"$47,998",5K mi,4.666666666666667                ,Automatic                    ,Black                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2020 Dodge Charger Scat Pack for sale - $47,998, 4,886 miles with Parking Sensors, Rear View Camera, Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control",https://media-service.carmax.com/img/vehicles/21517019/1_cleaned.jpg?width=800
Sedan,2010,Toyota,Corolla LE,"$12,998",115K mi,4.645161290322581                ,Automatic                    ,White                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2010 Toyota Corolla LE for sale - $12,998, 114,448 miles with Cruise Control, Auxiliary Audio Input, Overhead Airbags, Traction Control, Side Airbags, Air Conditioning",https://media-service.carmax.com/img/vehicles/21277274/1_cleaned.jpg?width=800
Sedan,2016,Dodge,Charger SXT,"$28,998",42K mi,4.6                ,Automatic                    ,Gray                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 Dodge Charger SXT for sale - $28,998, 41,591 miles with 4WD/AWD, Sunroof(s), Alpine Sound System, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21505778/1_cleaned.jpg?width=800
Sedan,2014,Lexus,IS 350 ,"$25,998",99K mi,5                ,Automatic                    ,White                    , Gray                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2014 Lexus IS 350  for sale - $25,998, 98,405 miles with Premium Package, 4WD/AWD, Leatherette Seats, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21575124/1_cleaned.jpg?width=800
Sedan,2014,Lexus,IS 250 ,"$24,998",87K mi,4.538461538461538                ,Automatic                    ,White                    , Tan                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2014 Lexus IS 250  for sale - $24,998, 86,039 miles with Premium Package, 4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21427512/1_cleaned.jpg?width=800
Sedan,2016,BMW,328 XI,"$24,998",58K mi,4.666666666666667                ,Automatic                    ,White                    , Brown                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 BMW 328 XI for sale - $24,998, 57,293 miles with Premium Package, Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Parking Sensors",https://media-service.carmax.com/img/vehicles/21568778/1_cleaned.jpg?width=800
Sedan,2016,Audi,A3 Premium Plus,"$28,998",6K mi,4.4                ,Automatic                    ,Brown                    , Black                    ,"4WD/AWD, Leatherette Seats, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters","Available at your store CarMax Norwood, MA"," Used 2016 Audi A3 Premium Plus for sale - $28,998, 5,305 miles with Technology Package, 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/20215645/1_cleaned.jpg?width=800
Coupe,2016,Ford,Mustang Shelby GT350R,"$68,998",6K mi,4.75                ,Manual 6 Speed                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2016 Ford Mustang Shelby GT350R for sale - $68,998, 5,200 miles with Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready",https://media-service.carmax.com/img/vehicles/21298247/1_cleaned.jpg?width=800
Coupe,2020,Dodge,Challenger R/T Scat Pack,"$44,998",23K mi,5                ,Automatic                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2020 Dodge Challenger R/T Scat Pack for sale - $44,998, 22,339 miles with Leather & Suede Seats, Harman Kardon Sound, Parking Sensors, Rear View Camera, Navigation System, Front Seat Heaters",https://media-service.carmax.com/img/vehicles/21748567/1_cleaned.jpg?width=800
Coupe,2018,Audi,A5 Premium Plus,"$36,998",42K mi,5                ,Automatic                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2018 Audi A5 Premium Plus for sale - $36,998, 41,300 miles with 4WD/AWD, Turbo Charged Engine, Leather Seats, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21517436/1_cleaned.jpg?width=800
Coupe,2019,Dodge,Challenger SXT,"$31,998",10K mi,4.588235294117647                ,Automatic                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2019 Dodge Challenger SXT for sale - $31,998, 9,312 miles with 4WD/AWD, Rear View Camera, Front Seat Heaters, Cruise Control, Auxiliary Audio Input, Rear Spoiler",https://media-service.carmax.com/img/vehicles/21749053/1_cleaned.jpg?width=800
Coupe,2019,Mercedes-Benz,C300 ,"$46,998",18K mi,5                ,Automatic                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Available at your store CarMax Norwood, MA"," Used 2019 Mercedes-Benz C300  for sale - $46,998, 18,000 miles with Premium Package, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Parking Sensors, Rear View Camera",https://media-service.carmax.com/img/vehicles/21575770/1_cleaned.jpg?width=800
Coupe,2015,Chevrolet,Camaro LS,"$22,998",45K mi,4.433333333333334                ,Manual 6 Speed                    ,Blue                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2015 Chevrolet Camaro LS for sale - $22,998, 44,650 miles with Alloy Wheels, Satellite Radio Ready, Traction Control, Cruise Control, Auxiliary Audio Input, Overhead Airbags",https://media-service.carmax.com/img/vehicles/21568923/1_cleaned.jpg?width=800
Coupe,2021,BMW,M440 I xDrive,"$63,998",11K mi,0                ,Automatic                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2021 BMW M440 I xDrive for sale - $63,998, 10,112 miles with Head Up Display, Run Flat Tires, Turbo Charged Engine, Leatherette Seats, Rear View Camera, Parking Sensors",https://media-service.carmax.com/img/vehicles/21392590/1_cleaned.jpg?width=800
Coupe,2016,BMW,228 XI,"$28,998",38K mi,4.666666666666667                ,Automatic                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2016 BMW 228 XI for sale - $28,998, 37,035 miles with Run Flat Tires, 4WD/AWD, Turbo Charged Engine, Leatherette Seats, Harman Kardon Sound, Navigation System",https://media-service.carmax.com/img/vehicles/21393370/1_cleaned.jpg?width=800
Coupe,2018,Toyota,86 ,"$28,998",26K mi,0                ,Automatic                    ,White                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2018 Toyota 86  for sale - $28,998, 25,573 miles with Rear View Camera, Cruise Control, Auxiliary Audio Input, Alloy Wheels, Overhead Airbags, Traction Control",https://media-service.carmax.com/img/vehicles/21517819/1_cleaned.jpg?width=800
Coupe,2017,Dodge,Challenger SXT Plus,"$28,998",43K mi,3.6                ,Automatic                    ,Red                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2017 Dodge Challenger SXT Plus for sale - $28,998, 42,101 miles with Leather Seats, Sunroof(s), Alpine Sound System, Parking Sensors, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/20638374/1_cleaned.jpg?width=800
Coupe,2016,Ford,Mustang GT,"$36,998",24K mi,4.75                ,Manual 6 Speed                    ,Black                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2016 Ford Mustang GT for sale - $36,998, 23,070 miles with Soft Top, Leather & Suede Seats, Rear View Camera, Parking Sensors, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/21393526/1_cleaned.jpg?width=800
Coupe,2020,Ford,Mustang Shelby GT500,"$92,998",6K mi,5                ,Automatic                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax North Attleboro, MA"," Used 2020 Ford Mustang Shelby GT500 for sale - $92,998, 5,217 miles with Technology Package, Supercharged Engine, Leather Seats, Rear View Camera, Front Seat Heaters, Navigation System",https://media-service.carmax.com/img/vehicles/20824623/1_cleaned.jpg?width=800
Coupe,2016,Dodge,Challenger R/T,"$30,998",57K mi,4.583333333333333                ,Manual 6 Speed                    ,Gray                    , Black                    ,"Leather & Suede Seats, Rear View Camera, Front Seat Heaters, Navigation System, Rear Spoiler, Satellite Radio Ready","Free Shipping from CarMax Danvers, MA"," Used 2016 Dodge Challenger R/T for sale - $30,998, 56,752 miles with Cold Weather Package, Leather Seats, Sunroof(s), Alpine Sound System, Rear View Camera, Navigation System",https://media-service.carmax.com/img/vehicles/21748421/1_cleaned.jpg?width=800
